fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2019-09-15,AA,AA,AA,1310,AA,N158AN,1310,11278,DCA,"Washington, DC",11298,DFW,"Dallas/Fort Worth, TX",1630,1726,56,36,1802,1934,19,1850,1953,63,0,,0,N,200,207,152,1,1192,6,0,7,0,50,,,,
2019-12-18,DL,DL,DL,971,DL,N964AT,971,13487,MSP,"Minneapolis, MN",11433,DTW,"Detroit, MI",1005,1000,-5,15,1015,1225,10,1252,1235,-17,0,,0,N,107,95,70,1,528,,,,,,,,,
2018-02-11,AA,AA_CODESHARE,AA,3938,MQ,N808AE,3938,13061,LRD,"Laredo, TX",11298,DFW,"Dallas/Fort Worth, TX",1844,1854,10,10,1904,2001,6,2015,2007,-8,0,,0,N,91,73,57,1,396,,,,,,,,,
2018-03-02,UA,UA_CODESHARE,UA,4352,EV,N16976,4352,12945,LEX,"Lexington, KY",12266,IAH,"Houston, TX",650,641,-9,27,708,840,11,834,851,17,0,,0,N,164,190,152,1,828,0,0,17,0,0,,,,
2019-05-09,AA,AA,AA,788,AA,N578UW,788,13204,MCO,"Orlando, FL",11057,CLT,"Charlotte, NC",1100,1054,-6,14,1108,1226,11,1242,1237,-5,0,,0,N,102,103,78,1,468,,,,,,,,,
2019-10-21,AA,AA,AA,2681,AA,N966NN,2681,12896,LBB,"Lubbock, TX",11298,DFW,"Dallas/Fort Worth, TX",806,805,-1,12,817,906,21,942,927,-15,0,,0,N,96,82,49,1,282,,,,,,,,,
2019-04-20,AA,AA_CODESHARE,AA,5585,OH,N703PS,5585,11057,CLT,"Charlotte, NC",14814,SHV,"Shreveport, LA",2009,2001,-8,17,2018,2110,2,2137,2112,-25,0,,0,N,148,131,112,1,764,,,,,,,,,
2018-10-18,AS,AS,AS,191,AS,N558AS,191,10299,ANC,"Anchorage, AK",11630,FAI,"Fairbanks, AK",900,901,1,18,919,1002,6,957,1008,11,0,,0,N,57,67,43,1,261,,,,,,,,,
2018-04-01,UA,UA,UA,2074,UA,N849UA,2074,12266,IAH,"Houston, TX",13851,OKC,"Oklahoma City, OK",735,728,-7,11,739,838,5,907,843,-24,0,,0,N,92,75,59,1,395,,,,,,,,,
2018-02-01,UA,UA_CODESHARE,UA,4556,G7,N161GJ,4556,11267,DAY,"Dayton, OH",13930,ORD,"Chicago, IL",1805,1755,-10,13,1808,1757,7,1829,1804,-25,0,,0,N,84,69,49,1,240,,,,,,,,,
2018-10-01,AA,AA_CODESHARE,AA,4511,YX,N426YX,4511,11278,DCA,"Washington, DC",13495,MSY,"New Orleans, LA",1348,1347,-1,25,1412,1525,4,1536,1529,-7,0,,0,N,168,162,133,1,969,,,,,,,,,
2019-12-10,AS,AS_CODESHARE,AS,2912,QX,N633QX,2912,14831,SJC,"San Jose, CA",14747,SEA,"Seattle, WA",1525,1521,-4,12,1533,1711,6,1744,1717,-27,0,,0,N,139,116,98,1,696,,,,,,,,,
2019-06-20,AA,AA,AA,2827,AA,N161UW,2827,14107,PHX,"Phoenix, AZ",14771,SFO,"San Francisco, CA",801,827,26,44,911,1047,4,1004,1051,47,0,,0,N,123,144,96,1,651,0,0,47,0,0,,,,
2018-07-16,WN,WN,WN,1119,WN,N464WN,1119,14107,PHX,"Phoenix, AZ",12892,LAX,"Los Angeles, CA",1210,1208,-2,12,1220,1317,14,1325,1331,6,0,,0,N,75,83,57,1,370,,,,,,,,,
2018-05-27,AS,AS_CODESHARE,AS,3430,OO,N594SW,3430,14747,SEA,"Seattle, WA",14252,PSC,"Pasco/Kennewick/Richland, WA",1238,1225,-13,28,1253,1324,5,1329,1329,0,0,,0,N,51,64,31,1,172,,,,,,,,,
2019-12-29,UA,UA,UA,1402,UA,N62895,1402,14747,SEA,"Seattle, WA",11618,EWR,"Newark, NJ",1135,1130,-5,14,1144,1934,48,1949,2022,33,0,,0,N,314,352,290,1,2402,0,0,33,0,0,,,,
2018-02-24,DL,DL,DL,1771,DL,N950AT,1771,10397,ATL,"Atlanta, GA",13244,MEM,"Memphis, TN",900,857,-3,10,907,906,4,925,910,-15,0,,0,N,85,73,59,1,332,,,,,,,,,
2019-05-14,UA,UA_CODESHARE,UA,3604,YX,N724YX,3604,13495,MSY,"New Orleans, LA",11618,EWR,"Newark, NJ",1330,1419,49,19,1438,1806,13,1740,1819,39,0,,0,N,190,180,148,1,1167,0,0,39,0,0,,,,
2018-10-18,UA,UA,UA,1115,UA,N69806,1115,15304,TPA,"Tampa, FL",12266,IAH,"Houston, TX",1600,1558,-2,11,1609,1708,11,1714,1719,5,0,,0,N,134,141,119,1,787,,,,,,,,,
2018-10-26,UA,UA_CODESHARE,UA,4496,G7,N173GJ,4496,13930,ORD,"Chicago, IL",14574,ROA,"Roanoke, VA",1800,1758,-2,26,1824,2041,6,2053,2047,-6,0,,0,N,113,109,77,1,530,,,,,,,,,
2018-09-19,AA,AA,AA,485,AA,N123UW,485,14524,RIC,"Richmond, VA",11057,CLT,"Charlotte, NC",516,504,-12,16,520,610,5,632,615,-17,0,,0,N,76,71,50,1,257,,,,,,,,,
2018-02-24,AA,AA_CODESHARE,AA,5859,YV,N946LR,5859,11540,ELP,"El Paso, TX",11298,DFW,"Dallas/Fort Worth, TX",825,833,8,14,847,1056,50,1109,1146,37,0,,0,N,104,133,69,1,551,8,0,29,0,0,,,,
2018-06-08,AA,AA,AA,1686,AA,N807AW,1686,14492,RDU,"Raleigh/Durham, NC",14100,PHL,"Philadelphia, PA",1300,1312,12,15,1327,1427,7,1428,1434,6,0,,0,N,88,82,60,1,337,,,,,,,,,
2019-08-27,UA,UA,UA,1131,UA,N31412,1131,12266,IAH,"Houston, TX",13495,MSY,"New Orleans, LA",1447,1441,-6,18,1459,1551,5,1604,1556,-8,0,,0,N,77,75,52,1,305,,,,,,,,,
2019-08-19,AA,AA,AA,2788,AA,N887NN,2788,11109,COS,"Colorado Springs, CO",11298,DFW,"Dallas/Fort Worth, TX",640,638,-2,15,653,910,14,936,924,-12,0,,0,N,116,106,77,1,592,,,,,,,,,
2018-04-01,WN,WN,WN,2375,WN,N8552Z,2375,10397,ATL,"Atlanta, GA",13232,MDW,"Chicago, IL",740,738,-2,12,750,820,5,835,825,-10,0,,0,N,115,107,90,1,591,,,,,,,,,
2018-09-19,UA,UA_CODESHARE,UA,6233,YV,N89317,6233,12266,IAH,"Houston, TX",11278,DCA,"Washington, DC",945,942,-3,15,957,1338,8,1348,1346,-2,0,,0,N,183,184,161,1,1208,,,,,,,,,
2018-12-03,AA,AA_CODESHARE,AA,4231,AX,N836HK,4231,14122,PIT,"Pittsburgh, PA",11278,DCA,"Washington, DC",1505,1457,-8,17,1514,1606,4,1618,1610,-8,0,,0,N,73,73,52,1,204,,,,,,,,,
2019-06-20,WN,WN,WN,1256,WN,N431WN,1256,13796,OAK,"Oakland, CA",10140,ABQ,"Albuquerque, NM",530,533,3,11,544,834,5,845,839,-6,0,,0,N,135,126,110,1,889,,,,,,,,,
2018-07-30,B6,B6,B6,948,B6,N990JB,948,12889,LAS,"Las Vegas, NV",12478,JFK,"New York, NY",700,653,-7,15,708,1440,4,1459,1444,-15,0,,0,N,299,291,272,1,2248,,,,,,,,,
2018-10-03,AA,AA_CODESHARE,AA,3761,MQ,N841AE,3761,10721,BOS,"Boston, MA",14576,ROC,"Rochester, NY",1535,1623,48,25,1648,1752,11,1702,1803,61,0,,0,N,87,100,64,1,343,0,0,13,0,48,,,,
2019-08-13,AA,AA_CODESHARE,AA,4138,MQ,N535EA,4138,11423,DSM,"Des Moines, IA",13930,ORD,"Chicago, IL",1553,1612,19,27,1639,1729,21,1720,1750,30,0,,0,N,87,98,50,1,299,0,0,11,0,19,,,,
2019-10-27,G4,G4,G4,557,G4,245NV,557,10466,AZA,"Phoenix, AZ",14108,PIA,"Peoria, IL",640,702,22,13,715,1142,5,1135,1147,12,0,,0,N,175,165,147,1,1312,,,,,,630.0,19,19,
2019-08-14,DL,DL,DL,1865,DL,N830DN,1865,14771,SFO,"San Francisco, CA",10397,ATL,"Atlanta, GA",720,720,0,18,738,1437,11,1500,1448,-12,0,,0,N,280,268,239,1,2139,,,,,,,,,
2019-05-14,WN,WN,WN,1435,WN,N751SW,1435,12889,LAS,"Las Vegas, NV",12892,LAX,"Los Angeles, CA",1820,1817,-3,22,1839,1919,5,1940,1924,-16,0,,0,N,80,67,40,1,236,,,,,,,,,
2018-07-12,WN,WN,WN,336,WN,N737JW,336,15304,TPA,"Tampa, FL",13244,MEM,"Memphis, TN",1355,1350,-5,11,1401,1437,9,1445,1446,1,0,,0,N,110,116,96,1,655,,,,,,,,,
2019-08-18,AS,AS,AS,990,AS,N622AS,990,14747,SEA,"Seattle, WA",11884,GEG,"Spokane, WA",1140,1254,74,15,1309,1347,4,1250,1351,61,0,,0,N,70,57,38,1,224,61,0,0,0,0,,,,
2019-11-15,DL,DL,DL,1490,DL,N337DN,1490,11433,DTW,"Detroit, MI",12889,LAS,"Las Vegas, NV",1759,1755,-4,18,1813,1908,7,1926,1915,-11,0,,0,N,267,260,235,1,1749,,,,,,,,,
2019-08-07,AA,AA,AA,1129,AA,N969TW,1129,11298,DFW,"Dallas/Fort Worth, TX",14492,RDU,"Raleigh/Durham, NC",1444,1447,3,16,1503,1822,4,1828,1826,-2,0,,0,N,164,159,139,1,1061,,,,,,,,,
2019-10-29,AA,AA,AA,1060,AA,N559UW,1060,11618,EWR,"Newark, NJ",13303,MIA,"Miami, FL",1100,1054,-6,29,1123,1351,6,1411,1357,-14,0,,0,N,191,183,148,1,1085,,,,,,,,,
2018-10-02,UA,UA_CODESHARE,UA,5645,OO,N905SW,5645,11292,DEN,"Denver, CO",11638,FAT,"Fresno, CA",1127,1202,35,15,1217,1326,8,1300,1334,34,0,,0,N,153,152,129,1,844,34,0,0,0,0,,,,
2019-01-08,AA,AA_CODESHARE,AA,4986,PT,N695AE,4986,11057,CLT,"Charlotte, NC",14098,PHF,"Newport News/Williamsburg, VA",1109,1106,-3,8,1114,1159,3,1226,1202,-24,0,,0,N,77,56,45,1,282,,,,,,,,,
2018-02-09,DL,DL_CODESHARE,DL,3517,9E,N302PQ,3517,15249,TLH,"Tallahassee, FL",10397,ATL,"Atlanta, GA",1058,1104,6,10,1114,1153,9,1204,1202,-2,0,,0,N,66,58,39,1,223,,,,,,,,,
2019-06-23,AA,AA_CODESHARE,AA,4616,YX,N131HQ,4616,10693,BNA,"Nashville, TN",11278,DCA,"Washington, DC",609,609,0,11,620,837,6,900,843,-17,0,,0,N,111,94,77,1,562,,,,,,,,,
2019-02-02,WN,WN,WN,3432,WN,N909WN,3432,12391,ISP,"Islip, NY",14027,PBI,"West Palm Beach/Palm Beach, FL",630,627,-3,8,635,904,4,935,908,-27,0,,0,N,185,161,149,1,1052,,,,,,,,,
2019-06-02,B6,B6,B6,953,B6,N661JB,953,11697,FLL,"Fort Lauderdale, FL",14843,SJU,"San Juan, PR",2359,2357,-2,15,12,213,6,230,219,-11,0,,0,N,151,142,121,1,1046,,,,,,,,,
2018-09-07,AS,AS_CODESHARE,AS,2481,QX,N436QX,2481,10666,BLI,"Bellingham, WA",14747,SEA,"Seattle, WA",1555,1559,4,10,1609,1634,6,1637,1640,3,0,,0,N,42,41,25,1,93,,,,,,,,,
2018-11-07,UA,UA_CODESHARE,UA,4112,EV,N16981,4112,12266,IAH,"Houston, TX",11140,CRP,"Corpus Christi, TX",1435,1434,-1,14,1448,1527,5,1545,1532,-13,0,,0,N,70,58,39,1,201,,,,,,,,,
2019-03-13,NK,NK,NK,939,NK,N691NK,939,11433,DTW,"Detroit, MI",12266,IAH,"Houston, TX",800,758,-2,30,828,1015,13,1020,1028,8,0,,0,N,200,210,167,1,1075,,,,,,,,,
2018-06-12,AA,AA_CODESHARE,AA,3262,OO,N877AS,3262,14730,SDF,"Louisville, KY",13930,ORD,"Chicago, IL",1732,1729,-3,17,1746,1758,12,1813,1810,-3,0,,0,N,101,101,72,1,286,,,,,,,,,
2019-12-06,UA,UA_CODESHARE,UA,4714,AX,N14153,4714,12217,HSV,"Huntsville, AL",11292,DEN,"Denver, CO",1545,1533,-12,17,1550,1739,8,1757,1747,-10,0,,0,N,192,194,169,1,1048,,,,,,,,,
2019-08-07,DL,DL_CODESHARE,DL,3864,OO,N826SK,3864,14122,PIT,"Pittsburgh, PA",11433,DTW,"Detroit, MI",1945,1946,1,12,1958,2037,16,2053,2053,0,0,,0,N,68,67,39,1,201,,,,,,,,,
2018-01-19,HA,HA,HA,25,HA,N375HA,25,14057,PDX,"Portland, OR",12173,HNL,"Honolulu, HI",850,841,-9,16,857,1226,6,1300,1232,-28,0,,0,N,370,351,329,1,2603,,,,,,,,,
2018-02-16,WN,WN,WN,6001,WN,N8699A,6001,10792,BUF,"Buffalo, NY",13204,MCO,"Orlando, FL",1425,1420,-5,11,1431,1654,7,1710,1701,-9,0,,0,N,165,161,143,1,1011,,,,,,,,,
2019-06-26,WN,WN,WN,324,WN,N748SW,324,14107,PHX,"Phoenix, AZ",13796,OAK,"Oakland, CA",1955,2005,10,6,2011,2149,4,2150,2153,3,0,,0,N,115,108,98,1,646,,,,,,,,,
2019-07-29,DL,DL,DL,2221,DL,N990AT,2221,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1145,1138,-7,27,1205,1451,7,1507,1458,-9,0,,0,N,142,140,106,1,733,,,,,,,,,
2019-02-15,UA,UA,UA,1095,UA,N36272,1095,10693,BNA,"Nashville, TN",14771,SFO,"San Francisco, CA",615,605,-10,9,614,922,6,926,928,2,0,,0,N,311,323,308,1,1969,,,,,,,,,
2019-02-18,AS,AS,AS,1630,AS,N283VA,1630,14747,SEA,"Seattle, WA",12889,LAS,"Las Vegas, NV",955,1023,28,33,1056,1248,12,1220,1300,40,0,,0,N,145,157,112,1,867,28,0,12,0,0,956.0,8,8,
2018-10-14,AA,AA,AA,579,AA,N805AW,579,14122,PIT,"Pittsburgh, PA",14107,PHX,"Phoenix, AZ",1737,1732,-5,10,1742,1907,6,1909,1913,4,0,,0,N,272,281,265,1,1814,,,,,,,,,
2019-04-29,UA,UA_CODESHARE,UA,5734,OO,N109SY,5734,11292,DEN,"Denver, CO",13851,OKC,"Oklahoma City, OK",1725,1721,-4,19,1740,1952,4,2009,1956,-13,0,,0,N,104,95,72,1,495,,,,,,,,,
2018-04-16,AA,AA_CODESHARE,AA,5931,YV,N923FJ,5931,14107,PHX,"Phoenix, AZ",11638,FAT,"Fresno, CA",1655,1650,-5,13,1703,1826,4,1830,1830,0,0,,0,N,95,100,83,1,493,,,,,,,,,
2018-09-23,UA,UA_CODESHARE,UA,3793,ZW,N431AW,3793,13930,ORD,"Chicago, IL",12197,HPN,"White Plains, NY",1805,1803,-2,26,1829,2107,5,2121,2112,-9,0,,0,N,136,129,98,1,738,,,,,,,,,
2019-01-25,WN,WN,WN,244,WN,N406WN,244,11259,DAL,"Dallas, TX",11540,ELP,"El Paso, TX",835,831,-4,11,842,908,3,925,911,-14,0,,0,N,110,100,86,1,562,,,,,,,,,
2019-10-17,WN,WN,WN,2479,WN,N7849A,2479,14771,SFO,"San Francisco, CA",13232,MDW,"Chicago, IL",620,618,-2,14,632,1205,4,1225,1209,-16,0,,0,N,245,231,213,1,1855,,,,,,,,,
2018-10-14,B6,B6,B6,433,B6,N348JB,433,11278,DCA,"Washington, DC",14027,PBI,"West Palm Beach/Palm Beach, FL",942,933,-9,31,1004,1203,3,1210,1206,-4,0,,0,N,148,153,119,1,857,,,,,,,,,
2019-11-18,UA,UA_CODESHARE,UA,4512,G7,N155GJ,4512,14831,SJC,"San Jose, CA",11292,DEN,"Denver, CO",855,847,-8,17,904,1209,9,1230,1218,-12,0,,0,N,155,151,125,1,948,,,,,,,,,
2019-03-12,DL,DL_CODESHARE,DL,3699,OO,N161PQ,3699,14252,PSC,"Pasco/Kennewick/Richland, WA",13487,MSP,"Minneapolis, MN",700,658,-2,147,925,1403,6,1203,1409,126,0,,0,N,183,311,158,1,1254,0,0,126,0,0,,,,
2018-03-04,AA,AA_CODESHARE,AA,4927,PT,N600BP,4927,15096,SYR,"Syracuse, NY",14100,PHL,"Philadelphia, PA",1040,1033,-7,11,1044,1125,8,1156,1133,-23,0,,0,N,76,60,41,1,228,,,,,,,,,
2019-01-31,UA,UA,UA,1106,UA,N87527,1106,14908,SNA,"Santa Ana, CA",12266,IAH,"Houston, TX",1017,1005,-12,14,1019,1503,3,1527,1506,-21,0,,0,N,190,181,164,1,1346,,,,,,,,,
2018-12-20,DL,DL_CODESHARE,DL,3745,OO,N265SY,3745,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",1715,1732,17,32,1804,1902,16,1900,1918,18,0,,0,N,165,166,118,1,733,0,0,1,0,17,,,,
2018-01-06,AA,AA,AA,2556,AA,N966AN,2556,11298,DFW,"Dallas/Fort Worth, TX",11540,ELP,"El Paso, TX",1255,1255,0,16,1311,1333,6,1345,1339,-6,0,,0,N,110,104,82,1,551,,,,,,,,,
2018-01-03,NK,NK,NK,936,NK,N673NK,936,14635,RSW,"Fort Myers, FL",10158,ACY,"Atlantic City, NJ",957,948,-9,13,1001,1155,5,1216,1200,-16,0,,0,N,139,132,114,1,982,,,,,,,,,
2018-09-20,AA,AA_CODESHARE,AA,4993,PT,N604AE,4993,14100,PHL,"Philadelphia, PA",15096,SYR,"Syracuse, NY",901,856,-5,35,931,1014,4,1022,1018,-4,0,,0,N,81,82,43,1,228,,,,,,,,,
2019-01-23,DL,DL_CODESHARE,DL,3637,OO,N247SY,3637,14869,SLC,"Salt Lake City, UT",13486,MSO,"Missoula, MT",1105,1104,-1,19,1123,1251,4,1309,1255,-14,0,,0,N,124,111,88,1,436,,,,,,,,,
2018-08-25,DL,DL,DL,2045,DL,N356DN,2045,13204,MCO,"Orlando, FL",10397,ATL,"Atlanta, GA",1730,1743,13,19,1802,1905,6,1915,1911,-4,0,,0,N,105,88,63,1,404,,,,,,,,,
2018-09-03,UA,UA_CODESHARE,UA,3493,YX,N655RW,3493,11618,EWR,"Newark, NJ",13198,MCI,"Kansas City, MO",837,827,-10,15,842,1004,5,1040,1009,-31,0,,0,N,183,162,142,1,1092,,,,,,,,,
2019-05-04,AA,AA_CODESHARE,AA,4850,PT,N692AE,4850,15096,SYR,"Syracuse, NY",14100,PHL,"Philadelphia, PA",1340,1327,-13,12,1339,1423,9,1452,1432,-20,0,,0,N,72,65,44,1,228,,,,,,,,,
2018-05-29,G4,G4,G4,697,G4,246NV,697,15412,TYS,"Knoxville, TN",14761,SFB,"Sanford, FL",1953,1958,5,8,2006,2127,8,2126,2135,9,0,,0,N,93,97,81,1,511,,,,,,,,,
2019-03-25,WN,WN,WN,2398,WN,N8687A,2398,13342,MKE,"Milwaukee, WI",12889,LAS,"Las Vegas, NV",535,533,-2,15,548,713,5,740,718,-22,0,,0,N,245,225,205,1,1524,,,,,,,,,
2019-07-21,WN,WN,WN,6611,WN,N440LV,6611,14893,SMF,"Sacramento, CA",12889,LAS,"Las Vegas, NV",2055,2049,-6,9,2058,2201,4,2215,2205,-10,0,,0,N,80,76,63,1,397,,,,,,,,,
2018-10-05,DL,DL_CODESHARE,DL,4488,OO,N915EV,4488,13487,MSP,"Minneapolis, MN",11267,DAY,"Dayton, OH",955,952,-3,26,1018,1236,4,1246,1240,-6,0,,0,N,111,108,78,1,574,,,,,,,,,
2018-10-14,DL,DL_CODESHARE,DL,5932,YX,N870RW,5932,12266,IAH,"Houston, TX",11433,DTW,"Detroit, MI",720,717,-3,9,726,1058,5,1116,1103,-13,0,,0,N,176,166,152,1,1075,,,,,,,,,
2019-07-09,NK,NK,NK,877,NK,N661NK,877,10397,ATL,"Atlanta, GA",11697,FLL,"Fort Lauderdale, FL",955,951,-4,15,1006,1135,8,1154,1143,-11,0,,0,N,119,112,89,1,581,,,,,,,,,
2018-10-18,DL,DL,DL,1348,DL,N916DE,1348,12217,HSV,"Huntsville, AL",10397,ATL,"Atlanta, GA",1418,1415,-3,12,1427,1556,15,1613,1611,-2,0,,0,N,55,56,29,1,151,,,,,,,,,
2019-12-16,AA,AA_CODESHARE,AA,4058,MQ,N808AE,4058,11049,CLL,"College Station/Bryan, TX",11298,DFW,"Dallas/Fort Worth, TX",1021,1016,-5,9,1025,1101,13,1128,1114,-14,0,,0,N,67,58,36,1,164,,,,,,,,,
2019-12-27,G4,G4,G4,75,G4,335NV,75,12889,LAS,"Las Vegas, NV",13796,OAK,"Oakland, CA",1256,1253,-3,14,1307,1410,7,1426,1417,-9,0,,0,N,90,84,63,1,407,,,,,,,,,
2019-03-15,AS,AS_CODESHARE,AS,2759,QX,N634QX,2759,14908,SNA,"Santa Ana, CA",14004,PAE,"Everett, WA",1750,1744,-6,15,1759,2031,4,2040,2035,-5,0,,0,N,170,171,152,1,1008,,,,,,,,,
2019-06-18,AA,AA,AA,1473,AA,N901AA,1473,12892,LAX,"Los Angeles, CA",13303,MIA,"Miami, FL",940,956,16,16,1012,1801,4,1803,1805,2,0,,0,N,323,309,289,1,2342,,,,,,,,,
2019-02-07,AS,AS,AS,384,AS,N236AK,384,14747,SEA,"Seattle, WA",14771,SFO,"San Francisco, CA",1345,1334,-11,12,1346,1528,4,1600,1532,-28,0,,0,N,135,118,102,1,679,,,,,,,,,
2019-08-23,WN,WN,WN,1341,WN,N551WN,1341,13232,MDW,"Chicago, IL",10792,BUF,"Buffalo, NY",2205,2221,16,11,2232,31,3,30,34,4,0,,0,N,85,73,59,1,468,,,,,,,,,
2019-05-29,AA,AA_CODESHARE,AA,6058,CP,N216NN,6058,14747,SEA,"Seattle, WA",12892,LAX,"Los Angeles, CA",1031,1030,-1,36,1106,1313,8,1324,1321,-3,0,,0,N,173,171,127,1,954,,,,,,,,,
2019-09-10,UA,UA,UA,2281,UA,N421UA,2281,13851,OKC,"Oklahoma City, OK",11292,DEN,"Denver, CO",1659,1652,-7,13,1705,1722,16,1740,1738,-2,0,,0,N,101,106,77,1,495,,,,,,,,,
2018-06-26,WN,WN,WN,864,WN,N439WN,864,15304,TPA,"Tampa, FL",12339,IND,"Indianapolis, IN",2110,2,172,10,12,210,6,2320,216,176,0,,0,N,130,134,118,1,837,0,0,4,0,172,,,,
2018-05-31,WN,WN,WN,736,WN,N468WN,736,13495,MSY,"New Orleans, LA",11278,DCA,"Washington, DC",1920,2038,78,10,2048,2356,6,2245,2,77,0,,0,N,145,144,128,1,969,0,0,51,0,26,,,,
2019-01-01,AA,AA_CODESHARE,AA,4130,MQ,N812AE,4130,10721,BOS,"Boston, MA",12478,JFK,"New York, NY",1001,954,-7,23,1017,1102,6,1121,1108,-13,0,,0,N,80,74,45,1,187,,,,,,,,,
2018-11-12,DL,DL,DL,1387,DL,N832DN,1387,10397,ATL,"Atlanta, GA",14843,SJU,"San Juan, PR",1103,1106,3,22,1128,1533,3,1530,1536,6,0,,0,N,207,210,185,1,1547,,,,,,,,,
2018-11-15,HA,HA,HA,248,HA,N480HA,248,12173,HNL,"Honolulu, HI",12758,KOA,"Kona, HI",1822,1821,-1,9,1830,1901,5,1907,1906,-1,0,,0,N,45,45,31,1,163,,,,,,,,,
2019-10-17,DL,DL,DL,1542,DL,N885DN,1542,14747,SEA,"Seattle, WA",12478,JFK,"New York, NY",1540,1547,7,25,1612,36,12,2354,48,54,0,,0,N,314,361,324,1,2422,0,0,54,0,0,,,,
2018-05-12,WN,WN,WN,4049,WN,N500WR,4049,11697,FLL,"Fort Lauderdale, FL",14107,PHX,"Phoenix, AZ",555,552,-3,16,608,720,6,755,726,-29,0,,0,N,300,274,252,1,1972,,,,,,,,,
2018-10-05,WN,WN,WN,670,WN,N8676A,670,14100,PHL,"Philadelphia, PA",12889,LAS,"Las Vegas, NV",1600,1600,0,21,1621,1812,7,1820,1819,-1,0,,0,N,320,319,291,1,2176,,,,,,,,,
2019-04-16,NK,NK,NK,763,NK,N649NK,763,13487,MSP,"Minneapolis, MN",12889,LAS,"Las Vegas, NV",1655,1720,25,11,1731,1829,5,1825,1834,9,0,,0,N,210,194,178,1,1299,,,,,,,,,
2019-02-23,DL,DL_CODESHARE,DL,5253,9E,N914XJ,5253,10980,CHA,"Chattanooga, TN",12953,LGA,"New York, NY",800,753,-7,20,813,944,6,1019,950,-29,0,,0,N,139,117,91,1,734,,,,,,,,,
2019-06-16,NK,NK,NK,369,NK,N913NK,369,10821,BWI,"Baltimore, MD",13930,ORD,"Chicago, IL",2207,2203,-4,14,2217,2251,13,2315,2304,-11,0,,0,N,128,121,94,1,621,,,,,,,,,
2019-04-07,WN,WN,WN,3668,WN,N285WN,3668,13796,OAK,"Oakland, CA",14679,SAN,"San Diego, CA",1000,1000,0,13,1013,1128,2,1130,1130,0,0,,0,N,90,90,75,1,446,,,,,,,,,
2018-04-14,NK,NK,NK,348,NK,N622NK,348,15304,TPA,"Tampa, FL",10158,ACY,"Atlantic City, NJ",945,936,-9,16,952,1149,4,1206,1153,-13,0,,0,N,141,137,117,1,913,,,,,,,,,
2018-07-28,AA,AA_CODESHARE,AA,5814,YV,N958LR,5814,14457,RAP,"Rapid City, SD",11298,DFW,"Dallas/Fort Worth, TX",1232,1236,4,14,1250,1531,10,1550,1541,-9,0,,0,N,138,125,101,1,835,,,,,,,,,
2019-12-29,AA,AA_CODESHARE,AA,5582,OH,N501BG,5582,11057,CLT,"Charlotte, NC",14814,SHV,"Shreveport, LA",1151,1204,13,44,1248,1401,29,1330,1430,60,0,,0,N,159,206,133,1,764,1,0,47,0,12,,,,
2018-11-08,UA,UA,UA,2201,UA,N419UA,2201,12892,LAX,"Los Angeles, CA",14771,SFO,"San Francisco, CA",1900,1939,39,32,2011,2104,7,2023,2111,48,0,,0,N,83,92,53,1,337,0,0,48,0,0,,,,
2019-12-14,WN,WN,WN,2862,WN,N475WN,2862,13232,MDW,"Chicago, IL",14122,PIT,"Pittsburgh, PA",1140,1135,-5,8,1143,1346,6,1400,1352,-8,0,,0,N,80,77,63,1,402,,,,,,,,,
2019-09-20,AS,AS,AS,774,AS,N238AK,774,14747,SEA,"Seattle, WA",10821,BWI,"Baltimore, MD",2115,2128,13,22,2150,532,5,520,537,17,0,,0,N,305,309,282,1,2335,0,0,4,0,13,,,,
2019-03-02,AA,AA,AA,2245,AA,N748UW,2245,13303,MIA,"Miami, FL",10397,ATL,"Atlanta, GA",2149,2204,15,15,2219,2352,5,2348,2357,9,0,,0,N,119,113,93,1,594,,,,,,,,,
2019-10-02,AA,AA_CODESHARE,AA,4431,YX,N103HQ,4431,11066,CMH,"Columbus, OH",11057,CLT,"Charlotte, NC",1956,1949,-7,21,2010,2114,4,2129,2118,-11,0,,0,N,93,89,64,1,347,,,,,,,,,
2019-05-04,B6,B6,B6,2127,B6,N339JB,2127,10721,BOS,"Boston, MA",10821,BWI,"Baltimore, MD",1111,1058,-13,15,1113,1225,3,1240,1228,-12,0,,0,N,89,90,72,1,369,,,,,,,,,
2018-06-03,UA,UA_CODESHARE,UA,4330,EV,N12201,4330,12266,IAH,"Houston, TX",14524,RIC,"Richmond, VA",1955,1947,-8,29,2016,2342,7,2355,2349,-6,0,,0,N,180,182,146,1,1157,,,,,,,,,
